chichewa,english
timadera tachisamaliro cha nkhalango (fmus),forest management units
zolinga zazikuluzikulu zolunjika kwenikweni dera losakololeka ndi lokololeka m’nkhalango,main objectives of non harvestable and harvestable areas
zolinga zocheperapo zolunjika kwenikweni dera lokololeka ndi lokololeka m’nkhalango,specific objectives of non harvestable and harvestable areas
zolinga za chisamaliro cha nkhalango,management objectives
cholinga chachikulu,overall objective
zolinga zocheperapo koma zolunjika kwenikweni ntchito ya chisamaliro cha nkhalango,specific objectives
malamulo a chisamaliro cha phindu lochokera m’nkhalango,resource use rules
chikonzero cha kagwiridwe kantchito,forest management practices for chanika block
ndondomeko ya m’mene anthu akhoza kulondera/kuyendera,action plan
gome chikonzero cha m’mene ntchito yolondera nkhalango idzayendere,patrolling plan
gome kauniuni wa ndondomeko zofunika kutsatidwa monga mwa chikonzero,monitoring and evaluation plan
kufotokozera ntchito ya chikonzero cha kayendetsedwe ka zinthu zochokera m’nkhalango padera- padera,management plans for each use
ndondomeko ya chisamaliro cha mitengo ya nkhun,management plan for fuel wood
wamkulu wa zankhalango mu boma (la ntchisi),district forestry officer/office
mwinimtunda/ (chalo/ gogo),traditional authority
ndondomeko yotukula kasamalidwe ka nkhalango kuti pakhale kupititsa patsogolo umoyo wa anthu,improved forest management for sustainable livelihood programme
bungwe la umodzi wa azungu,european union
midzi yoona za chisamaliro cha nkhalango,forest manage ment unit
bungwe la kumudzi la zankhalango,local forest organisation
nthambi ya maofesi a zankhalango (dipatimenti yoona zankhalango),forest department
bungwe la chigawo chachikulu losamalira za nkhalango (bmc),block management committee
mfumu ya m’mudzi,village head
dera alilkulu la chionjezero pa chikonzekero cha ntchito za ulimi,extension planning area
bungwe loyang’anira chisamaliro cha nkhalango,local forest management board
kagawo kolumikiza m’ndandanda wa zintchito zoyendetsera nkhalango,programme cordinating unit
mfumu yoyang’anira midzi ingapo,group village head
bungwe limene silili la boma,non governmental organisation
bungwe la m’mudzi loyang’anira zachilengedwe,village natural resource management committee
gulu la mamembala ogwiritsa ntchito nkhalango,forest user group
"ndondomeko ino ili kuphera mphongo kukambirana, kuunika, kudziwitsana ndi kufunsira ndiponso kukonzekera kumene kunalipo ndi anthu a dera la chanika","this document is the summary of a process of joint discussion, analysis, consultation, negotiation and planning by the communityof chanika"
ntchitoyi idatsogoleredwa ndi ogwira ntchito ku ofesi yoona za nkhalango ochokera ku dipatimenti yoona za nkhalango,facilitation was done by forestry extension workers from department of forestry
"cholinga chake ndi kupatsa mphamvu anthu a m’dera la gvh chanika kupanga chiganizo ndi kutenga udindo komanso kupititsa patsogolo umodzi pa chitetezo, chisamaliro ndi kugwiritsa ntchito mosamala zinthu zonse zochokera m’nkhalango ya mu buloko ya chanika kuti adzapezenso zina mtsogolo","the aim is to empower the people of gvh chanika to make decisions and take responsibility for and promote collective action for protection, management and sustainable utilisation of their forest block"
izi ndi zogwirizana ndi mfundo ya zankhalango ya boma lamalawi imene idakhazikitsidwa m’chaka cha 1996,this is in line with the malawi national forestry policy of 1996
mfundoyi imanenetsa za kufunika kopatsaeni dera udindo waukulu wosamalira nkhalango ndi kukhala ndi mwayi womagwiritsa ntchito mitengo ndi zonse za m’nkhalangomo,which recognises the need for communities to be given a greater role in the management of forests and access to forest resource
"ndondomeko yokonzekera, kudziwitsana ndi kufunsira, komanso kukambirana pachikonzero chosamalira nkhalangoyi idavomerezedwa ndi anthu onse okhudzidwa m’derali","the output of the process of planning, consultation and negotiation is this block management plan which was agreed by key stakeholders of the area"
"ntchito yonseyi anthu amatengapo mbali ndi cholinga chokhazikitsa kusabisirana pa zochitika zonse, kuti chikonzekero chikhale chofuna anthu komanso kuti onse akalandire maudindo mosaona kuti ndi mkazi kapena mwamuna","the process was participatory with the aim of being people – centred, transparent, equitable and empowering"
ndondomekoyi imakhazikitsa malamulo oyenera ku anthu a derali ndiponso malamulo amene ndi osavuta kutsatira kuti athandize pa chitetezo ndi chisamaliro cha ntchito yoona za nkhalango m’dera la chanika komanso kuti pakhale phindu la lero ndiponso la mtsogolo,it includes resource use rules which are locally relevant and locally enforceable to assist protection and management of the block for both the present and future benefit of chanika community
kuteteza nthaka yonse yozungulira imene ndi gwero la mitsinje komanso imene imapereka madzi,to protect fragile and catchment areas
kuti pakhale chisamaliro chokwana pa udzu ndi msipu wosiyanasiyana umene umamera m’mphepete mwa mitsinje,to protect river line vegetation
kutukula miyoyo ya anthu okhala mwa gvh chanika popeza zinthu zogulitsa zochokera m’nkhalango,to improve the economic status of gvhchanika community through sales of forest products such as fuelwood and poles
kuti anthu azipanga zinthu zooneka bwino pogwiritsa ntchito mitengo ndi zina zochokera m’nkhalango,to produce forest products of high quality
kuteteza udzu ndi zomera zobiriwira za m’mphepete mwa timitsinje ndi cholinga chofuna kuti madzi aziyenda chaka chonse kuti anthu azigwiritsa ntchito pa ulimi wa mthirira ndi ntchito zina za makomo,to conserve river line vegetation so that water flow throughout the year for agriculture irrigation and domestic use
kuteteza kukokoloka kwa nthaka imene ili malo ozyolika [opendekeka kwambiri],to protect steep slopes
kulimbikitsa chitetezo ndi chisamaliro cha nyama za m’tchire ndi maluwa a m’thengo,to promote conservation of wild life and flora
kupititsa patsogolo ntchito yotulutsa zinthu zabwino zochokera m’nkhalango kuti anthu azigwiritsa ntchito m’makomo ndi zina zokagulitsa,to promote the production of high quality forest resource products to be used for domestic and sales
kuteteza mitengo ndi nthaka ku madera onse amene ndi magwero a mitsinje kuzungulira derali,to protect steep slopes from soil erosion
kuteteza za chilengedwe zimene zili mphepete mwa mitsinje,to protect river line vegetation
kugulitsa zina mwa zinthu zochokera m’nkhalango mwadongotsolo ncholinga chotukula miyoyo ya anthu,to sell some of the forest products in a sustainable manner in order to uplift our livelihoods
kupezeka kwa ndalama m’makomo zochokera m’nkhalango,presence of money in our household from forest products
kuchuluka kwa mitengo mphepete mwa mitsinje,the number of trees along stream banks
kukula kwa dera lopanda chitetezo ndi kukula kwa malo amene ndi gwero la mitsinje kuzungulira derali,the size of fragile area eroded
kulemba zokambirana pa nthawi ya misonkhano uliwonse (maminitsi),convening and conducting meetings
kulemba makalata oitana anthu pakafunika misonkhano,developing agenda for discussions
kuwerenga maminitsi a mfundo zonse za msonkhano umene udachitika m’mbuyo mwa msonkhano,develop the action plan for forestry activities
umene ukufuna kuchitikawo,making sure that the constitution is followed
kukhala m’modzi wa osainira pakakhala zinthu zofunika kutapa ndalama ku banki,be a bank signatory
kulondoloza ndi kulinganiza zimene msungi chuma akulemba,informing other interest parties on the progress of work
kulemba ndi kusunga zolembedwa za katundu yense wa gululi,delegating other members to perform other duties
akhale wodziwa kulemba ndi kuwerenga,must know how to read and write
akhale wachidwi ndi ntchito zankhalango,must have an interest in forestry activities
akhale wochokera mwa a gvh chanika,must be from gvh chanika
akhale osamangidwapo,must not be a convict
"mongoyelekeza, mwayenda mtunda wautali bwanji kuti mufike kuno?",about how far did you travel to get here?
"mongoyelekeza, zinakutengelani nthawi yayitali bwanji kuti mufike kuno?",about how much time did it take you to get here?
ndi ndani amene anakupelekezani?,who accompanied you?
alipo amene anakupelekezani?,did anyone accompany you here today?
"nanga zokhuza inuyo, mbiri yanu?",and what about you yourself? your background?
kodi ndinu a mtundu wanji?,what tribe do you belong to?
kodi ndi ziyankhulo ziti zimene mukhonza kuyankhula bwinobwino?,what languages can you speak well enough to have a conversation?
ndi anthu angati kuphatikizapo inuyo amene amagona mnyumba mwanu nthawi zambiri?,"how many people, including yourself, usually sleep in your household?"
ndi ana angati omwe ali ndi zaka zosaposera 15?,how many of these are children under the age of 15?
ndi angati achikulire ali oposera zaka 64?,"how many are elderly, over age 64?"
ndi angati omwe ali ndi zaka pakati pa 15,how many are between the ages of 15 and 64?
munabadwa chaka chanji?,when were you born?
mumakhala mudzi wanji?,in which village do you live?
mudzi umenewo uli m'balaka muno?,is this in balaka district?
"kodi umewu ndi mzinda, tauni, trading centre kapena ndi mudzi?","is this a city, town, trading centre or village?"
mumatenga nthawi yaitali bwanji kuh muyende kukafika ku trading centre imene muli nayo pafupi?,how long does it take you to walk to the nearest trading centre?
kodi chibadwireni mwakhala mull m'dera limeneli?,have you always lived in the current location?
mwakhala nthawi yaitali bwanji kudelalino?,how long have you lived here?
ndi chifukwa chiti chenicheni chomwe munasamukira kudelalino?,what was the main reason you moved here?
kuyambira pomwe munali zaka zisanu ndimadera ena angati asiyanasiyana amene mwakhalako kwa miyezi itatu kapena kuposera apo?,"since you were five years old, in how many different locations did you live for three months or more?"
kodi munalekaza kalasi/fomu iti?,what was the last standard/ form that you completed?
kodi pakali pano muli pa sukulu?,are you currently enrolled in school?
tsopano tisewela masewela,now we are going to play a game
ndiwelenga manambala ena kwa inu kamodzi kokha,i will read some numbers to you one time
ndidzadikira kwa kanthawi pang'ono kenako ndidzakufunsani kuti mubweleze ma nambalawo,i will wait a little and ask you to repeat them
mwakonzeka kuti tiyambe?,are you ready to start?
nthawi yomaliza imene munabwera kuno munandifotokozera za ana anu,"last time you were here, you told us about your children"
tsopano ndikufunsani za ana amenewa komanso za ana ena amene muli nawo kapena mwakhala nawo,i'm going to now ask you about the children you told me about as well as any new children you may have had
ndikufuna ndi dziwem'ndandanda wa ana onse amene munabereka amoyo,i would like to have a complete list of all the children you have ever had who were born alive
chonde ndiwuzeni dzina/maina a anawa,please tell me the all the children's names
kodi [dzina] ndi wamkazi/wammuna?,is [name] male or female?
kodi [dzina] anabadwa mwezi ndi chaka chiti?,in what month and year was [name] born?
kodi dzina la bambo ake a(dzina) omubeleka ndi ndani?,what is the name of [name's] biological father?
kodi bambo ake a(dzina) omubeleka mumakhala nawo nyumba imodzi?,is the biological father living in the household?
"kodi mwanayu anabadwira kunyumba, kuchipatala, kapena kwina kwake?","was this child born at home, in a hospital/clinic, or somewhere else?"
sikelo yake [dzina] inakwana bwanji atangobadwa?,how much did [name] weigh at birth?
kodi munalandira mphatso ya ndalama kuchokera ku chipatala nthawi imene munali ndi mimba kapena atabadwa mwanayu?,did you receive any gift in form of money from hospital during pregnancy or when you gave birth?
kodi munalandira mphatso ya ndalama zingati?,how much money did you receive?
kodi munapeleka chindapusa kwa amfumu chifukwa chamimbayi kapena mutabeleka mwanayu?,did you get fined by the chief for anything having to do with this pregnancy or birth?
kodi amfumu anakulipitsani chindapusa chandalama zingati?,how much did the chief fine you?
ndi chifukwa chani anfumu anakulipitsani chindapusa?,why did the chief fine you?
chifukwa chani [dzina] sakhala ndi inu?,why isn't [name] living with you?
wabwino koposa,excellent
bwino kwambiri,very good
bwino,good
choncho,fair
suli bwino konse,poor
kodi mungasiyanitse motani umoyo wa [dzina] ndi anthu ena a m’mudzi mwanu omwe akufanana nawo zaka?,how would you compare [name]'s health to other people of the same age and sex in your village?
uli bwino kwambiri,much better
uli bwino ndithu,better
siunasinthe,same
siwuli bwino,worse
siwuli bwino konse,much worse
"pa masabata awiri apitawa [dzina], anadwalapo chifuwa chophatikizana ndi kubanika?","in the past two weeks, has [name] had a cough that is accompanied with short rapid breathing?"
pa masabata awiri apitawa [dzina] anatenthapo thupi?,"in the past two weeks, has [name] had a fever?"
kodi (dzina) alipa sukulu?,is [name] enrolled in school?
kodi (dzina) anayamba sukulu ali ndi zaka zingati?,at what age did [name] first go to school?
ndi ana angati onse amene munabelekapo chiyambile kuphatikizilapo omwe anamwalira?,"and how many children have you ever given birth to, including ones that may have died?"
kodi pakali pano ndinu oyembekezera?,are you pregnant now?
ndinu oyembekezera kwa miyezi ingati?,how many months pregnant are you?
"nthawi zina amayi amakhala oyembekezera ndipo amatha kupita padera, komaso nthawi zina amasankha kuchotsa pathupi",sometimes people get pregnant and lose the baby while pregnant and sometimes they decide not to have the baby
"ndili ndi chidwi ndi nthawi zonse zomwe munazindikira kuti mwakhala oyembekezera zimene simunabeleke mwana wa moyo kuphatikizapo kupita padera kutaya mimba ndi kubeleka mwana wakufa, chonde mungandiuzeko za mimba zimenezi kuchokera chaka cha 2012?","i am interested in all the times you've known you were pregnant that did not end in a live birth, including any miscarriages, abortions, and still-births"
kupita padera,could you please tell me about these pregnancies since 2012?
kutaya pathupi,miscarriage
ntayo,abortion
funsoli likufunsa za njila zolerera,stillbirth
"izi zikhoza kukhala makondomu, mapilitsi, jekeseni, norplant kapena kutseka kwa abambo kapena amai kapena njira ina iri yonse yoteteza kuti musatenge mimba",this question asks about contraception
mwezi omwe ndinatenga mimba,"this might include condoms, pills, injections, implants, coils, vasectomy, female sterilisation or any other method aimed at delaying pregnancy"
mafunso angapo otsatilawa ndi okhudza inuyo musanakhale ndi mimba,in the month that i became pregnant
ndinali ndi cholinga chotenga mimba,the next few questions ask about before you became pregnant
ndinkasinthasintha maganizo,i intended to get pregnant
ndinalibe cholinga chokhala ndi mimba,my intentions kept changing
ndimafuna kukhala ndi mwana,i did not intended to get pregnant
ndinali ndi maganizo osiyanasiyana pa zokhala ndi mwana,i wanted to have a baby
sindimafuna kukhala ndi mwana,i had mixed feelings about having a baby
kodi mungakonde mutadikira nthawi yaitali bwanji musanabereke mwana wanu woyamba/wotsatira?,i did not want to have a baby
pompano/posachedwa pa,how long would you like to wait before having your first/next child?
pasanathe zaka ziwiri,as soon as possible
zaka ziwiri kufikira zitatu,less than two years
zaka zitatu kufikira zaka zinayi,two to three years
zaka zinayi kufikira zaka zisanu,three to four years
zaka zisanu kapena kuposela apo,four to five years
mulimonse/nthawi ina iliyonse,five or more
mwamuna wanu wapeza ntchito yamalipiro abwino ndi yokhazikika,no preference
mwapeza ntchito yamalipiro abwino ndi yokhazikika,your husband gets a job with a good steady salary
mwamva mphekesera yoti mwamuna wanu akugonana ndi akazi ena,you get a job with a good steady salary
mwamuna wanu akufuna ana ocheperapo kuposa omwe inu mukufuna,you hear rumors that your partner is sleeping with other women
mwana wanu wamng'ono kwambiri akudwala mwakayakaya,your partner wants fewer children than you do
muli ndi ana amuna okha okha,your youngest child is seriously ill
muli ndi ana akazi okha okha,you have only male children
mayi anu akudwala mwakayakaya,you have only female children
mayi anu amwalira,your mother becomes seriously ill
mwazindikira kuti muli ndi hiv koma mulibe zizindikiro zilizonse,your mother passes away
ndikufuna ndidziwe zochitika m’moyo wanu,you learn that you have hiv but don't have any symptoms
"poganizira zinthu zonse, kodi ndinu wokhutira bwanji ndi moyo wanu?","how satisfied are you with your life, all things considered?"
"kodi mukuganiza kuti ndinu okhutitsidwa kwambiri, chimodzimodzi kapena pang'ono poyelekeza ndi anthu ena amene mukufanana nawo zaka a m'mudzi mwanu?","do you think that you are more, equally or less satisfied than other persons your age living in your village?"
ndinali okhumudwa,i have felt depressed
ndimaona ngati bola ndidakangofa,i have felt life was not worth living
ndinali okwanilitsidwa,i have felt content
pafupipafupi kwambiri,very often
pafupipafupi,fairly often
nthawi zina,sometimes
pafupifupi sizinachitikepo,almost never
sizinandichitikilepo,never
ndinagokhala ndekha ndekha,i have felt lonely
ndalephera kuwongolela zinthu zofunika pa moyo wanga,i have felt unable to control the important things in my life
ndimazikhulupilira kuti ndili ndi kuthekera kothana ndi mavuto anga,i have felt confident about my ability to handle my personal problems
kodi ndi anthu angati amene mwagonana nawo chiyambire kuchita zogonana?,how many people overall have you ever had sex with in your lifetime?
ndiye mukuti simunagonane ndi wina aliyense?,"so, you’re saying you’ve never had sex?"
kodi kuyamba kugonana ndi munthu munagonana naye muli ndi zaka zingati?,how old were you when you first had sex?
kodi mzanuyu ali ndi ana pakali pano?,does she currently have any children?
kodi pakalipano ndiwoyembekezera?,is she currently pregnant?
kwabwera mwana wodzakhala m’nyumba mwanu?,had a child come to stay in your house?
ukwati wanu watha kapena mwasiyana ndi akazi anu?,have you divorced or separated from your spouse?
munamvetsedwa kuti mwapeleka mimba?,have you learned that you got someone pregnant?
mwasamukira kunyumba yabwinoko?,have you moved to a better house?
mwasamukira kunyumba yosakhala bwino?,have you moved to a worse house?
mwafunsilapo mkazi wina?,have you proposed a woman?
munazizwa nazo?,was it a surprise?
kwabwera anthu ena achikulire odzakhala m’nyumba mwanu?,had other adults come to stay in your house?
mwana wanu anamwalira,death of a child
kumwalira kwa makolo,death of a parent
kumwalira kwa nzanu wapamtima,death of a close friend
kumwalira kwa mchimwene/mchemwali wanu,death of a sibling
kumwalira kwa munthu wina okhala mnyumba mwanu?,death of other household member
akazi/chibwenzi chanu chasamukila kukakhala kuntchito,has your spouse or partner migrated for work?
umoyo wanu wanthupi wapita patsogolo?,has your health improved?
umoyo wanu wanthupi walowa pansi?,has your health declined?
mwakumana ndi vuto lochepa chakudya mnyumba?,have you experienced a shortage of food in your household?
kodi mwamva mphekesela yoti akazi/chibwenzi chanu akuyenda ndi amuna ena?,have you heard rumors that your partner is having other partners?
kodi kulemela kwathupi lanu kwasika?,have you lost weight?
kodi kulemela kwathupi la akazi/chibwenzi chanu kwasika?,has your spouse started losing weight?
mkazi/chibwenzi chanu chatisiya/chamwalira?,have you experienced the death of a spouse or partner?
mwapeza ntchito yabwino,have you found a better job?
kodi pali wina aliyense mnyumba mwanu yemwe wakhudzidwapo ndi ufiti?,has anyone else in your household been affected by witchcraft?
kodi akazi/chibwenzi chanu chidakhudzidwapo ndi ngozi iliyonse?,has your spouse had any injury or accident?
kodi akazi/chibwenzi chanu chakhala chikudwala?,has your spouse or partner been ill?
kodi akazi/chibwenzi chanu apeza ntchito yabwino?,has your spouse or partner found a good (better) job?
"chanu chachoka pantchito, chasinthidwa kapena wapeza ntchito yosakhala bwino","has your spouse or partner lost a job, or moved to a worse job?"
kodi akazi anu/chibwenzi chanu anapita pachabe?,has your spouse/partner had a miscarriage?
kodi akazi anu/chibwenzi chanu anataya mimba?,has your spouse/partner had an abortion?
munagonekedwa kuchipatala?,have you been hospitalized?
kodi mwakakamizidwa ndi abale anu kuti mukhale ndi ana?,have you experienced pressure from relatives to have children?
munavulala kapena kuchita ngozi?,have you had any injury or accident?
munadwalapo malungo?,have you had malaria?
wakumanako ndi vuto lolipira fizi?,have you had problems paying your school fees?
wakumanako ndi vuto kusukulu?,have you had trouble in school?
ntchito; kapena mwapeza ntchito yosakhala bwino,have you lost your job; or moved to a worse job?
munakhudzidwapo ndi ufiti?,have you personally been affected by witchcraft?
mwafunsirapo ukwati?,have you proposed marriage?
kudwala kwa mwana,illness of child
kudwala kwa makolo?,illness of parent
kudwala kwa mchimwene kapena mchemwali?,illness of sibling
munadalitsa ukwati?,have a religious ceremony?
munachita chinkhonswe?,have a traditional ceremony?
munangotengana/munangolowana?,just move in together?
munadulitsa ntchatho?,register your marriage w/ the government?
he lamp is lit,nyali yawala
bright indeed is the lamp,y awaladi nyali
the darkness has disappeared,m'dima wathawa
the cockerel crows thinking it's dawn,tambala walira nayesa kunja kwacha
the dazzling light has reached him,kuwala kodabwitsako kwamufikira
alas! he loves darkness,zachisoni iye wakondadi m 'dima
he has no peace of mind,mwake mumtima mtendere umusowa
he is sleepless like a bird without a nest,monga mbalame yopanda chisa tulo alisowadi
with hate he tries to extinguish the lamp,monyansidwa ayesayesa kuthimitsa nyaliyo
"his is the darkness, he says",wake mdima akutero
today we are genuine citizens,lero ndife afulu enieni
lsn 't this the way to live?,kukhala sikumeneku anthuni?
where were you lamp?,unali kuti nthawi yonseyi?
wopanda ulemu ndipo wosayamika,without respect nor gratitude
ndifetu a malawi,it's us malawians
lathu dziko ngwazi ndiye walikwezadi,the ngwazi has indeed developed our country
yathu miyoyo ndiye watukuladi,raised our welfare
koma lero kumtoso ndiye tikumtengera,yet today we are treating him with contempt
monga a njoka maliro m 'malo momthokoza,instead of gratitude
kodi kukhala ndi choncho?,is this the way things ought to be?
tayamba kuluma dzanja,we have started biting the hand that is feeding
"lotidyetsa, kupanda pabwino!","us, what ingratitude!"
chifukwa chati mbee! sichinapse/,for what looks partially ripe is not ripe/
"ndipo chati thubwi, sichinaoloke",and what makes a sinking noise has not yet crossed the water
kodi onsewa sanali mommuno,weren't all these people here
bwanji sanaonetse chawo chamuna,why didn't they show their mettle
pothyola chonyansacho chitaganya,by destroying the stinking federation
bwanji sanajune kulimbana ndi azungu aja,why didn't they want to fight the white man
ndikuwagonjetsa?,and defeat him?
kodi kumeneku sikukolola posadzala?,isn't this reaping where they did not sow?
"mphanje ngwazi anathyola, nsinga nadula,","ngwazi cleared the forest, destroyed colonial bondage"
yao miyoyo ndi dziko natukula,raised people's lives and developed the country
anthuni,(you people
lmvani,listen
lero ndafuna ndikuuzeni,today i would like to tell you
za m 'nyamata wina,about a certain boy
"yemwe lake dzina, kalua",whose name is kalua)
mnyamatayi,(this boy
omudziwa bwino akuti,those who know him well say
ake malonda anali,his trade was
ogulitsa chamba,selling cannabis
ndi mankhwala ena owononga bongo,and other drugs)
anthuni,(people
mosayembekeza,suddenly
lero mnyamatayi,today the boy
akuti tizilemekeza kamuzu,says we should respect kamuzu
pamene iye ankatukwana yomweyo,when he himself used to insult the same
kamuzu,kamuzu)
kodi tilakwa,will we be wrong
tikaganiza kuti mnyamatayi,to think that the fellow
wagulidwa ndi kongeresi,has been bought by congress
kapena kuti amatukwana,or that he was broadcasting his insults
pa channel africa chili boo-boo!,on channel africa when high
m'mutu chamba,on cannabis
kwezani maso a malawi,raise your eyes malawians
kukwezera ku tsikulo,raise them to the day
zamitsani nzeru inu,get wise
usapite wotere mwayi makosana,don't let this chance pass you by
zidze pano nzatonse nthuni,what comes today is for everybody
mosasamala anasankha oziyelekera ubwino,(carelessly elected self-righteous leaders
atilangitsa ife - atipweteka,they have punished us - they made us suffer)
"taphedwa mokwana, tamangidwa mokwana","(we have been killed enough, we have been arrested enough"
ali kuti malume ngati sali kuli chete,where is my uncle if not at the cemetery)
tisakanganenso za zipani tiyeni tiganize mwakuya,we should not argue about parties let's think seriously
papita pokambakamba tsono tisankhe,"time for debate is past, now let's choose"
tengani mbali pokonza tsogo/o,take part in creating a future
tsogolo lopatsa chidwi ndinso laufulu,an exciting future but also a peaceful one
chitukuko chachitikadi,development has indeed taken place
chitukuko chake chosaoneka,unseen development
tiyeni tiwone za chitukukochi,let us analyze this development
chitukuko cha bakili,bakili's development
kusowa kwa mankhwala m 'zipatala,(lack of drugs in hospitals
jcho ndicho chitukuko choyamba,this is the first development
kuchedwa kwa malipiro a aphunzitsi,delays in teachers' salaries
chitukuko chanji chokhalira kuyendayenda,(what sort of development is this when you are always on the road
chitukuko chogula ma mp m 'malo mwa chimanga,you 'buy' mps instead of maize
zikakhala zokonza misewu taiwala,if it's road construction we forgot about it
aah! !chi sichitukuko koma kampeni,this is not development but campaigning
"chitukuko cha bakili, uuuu!","bakili's development, uuuu!"
zinthu zatotanidyee?,what has happened?
mwachitanji nanga,what have you done
poti 1999 ija yafika,since 1999 is here
munkati tikumvetsani,you said we will feel your presence
mukubwebwetuka ndi mapulani a chitukuko,when you were mouthing your development plans
nanga mwachitanji?,what have you done?)
suuja munkati kulibe misewu kukhale misewu,didn't you say where there were no roads there'll be roads
nanga muvotere yani a malawi,who are you going to vote for malawians
pott 1999 yafika,since 1999 is here
mwachitanji anzanga?,what have you done my friends?
potitu kumudzi kuno,since here in the village
deya ndiye watikola,we are fed up eating maize bran
kodi n 'zokuonerani wawa?,can you truly be proud of that?
potitu zikakhala njinga,if it is the bicycles
zija munatilonjeza,you promised
ndi sipokosi yomwe ife,even a spoke
sitinaione,we haven't seen it
koma nanu azipani atsogoleri,but you party leaders
musakomedwe n 'kulorif eza,should not be carried away with making promises
pongotengera mwayi,taking advantage
lnde wolankhula pa wayilesi,yes of speaking on radio
lnde zambiri mwalonjezadi,yes you have indeed promised many things
koma ichi dziwani,but know this
wadzisuletu nsapato samulonjeza,you don't promise shoes to one with calluses
ndife 'agocho,we are impotent
ndiye musatilonjeze mwana zero,so don't promise us a child today
poti mukadzapanda kutipatsa mawa,because if you don't give us the shoes tomorrow
zanuzo nsapato,yours
tidzakulandani,we will surely grab
tilibe nanu chikhumbo,we have no desire to vote for yoμ
ziwawa nzosathandiza,violence does nqt endear us to you
ndi mbiri yoipa,with a bad reputation
chanu chipani chitchuka,your party is notorious
osati nkhondo,this is not war
ndife amodzi,we are one
tisagawikane,we should not be divided
poti cha.fika chisankho,simply because of elections
